,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Bank
134,1590309404062420993,1590291536943939586,1667994283000.0,2022-11-09 12:44:43,+0100,,gtb thank you sir,en,[],[],1349358888584413186,1349358888584413186,f_panbish,Faith Panbish,3,12,https://twitter.com/f_panbish/status/1590309404062420993,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Guarantee Trust Bank
136,1590309331014397952,1590287248586846208,1667994265000.0,2022-11-09 12:44:25,+0100,,let me drop this again   gtb,en,[],[],604525099,604525099,itsAyomi,Blessing,3,12,https://twitter.com/itsAyomi/status/1590309331014397952,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Guarantee Trust Bank
137,1590309272285753344,1590304384784670720,1667994251000.0,2022-11-09 12:44:11,+0100,,do you need help with any of our products and services  tweet us  or visit,en,['gtcocares'],[],63977305,63977305,gtbank,Guaranty Trust,3,12,https://twitter.com/gtbank/status/1590309272285753344,['http://gtbank.com/help-centre'],[],0,,False,2,0,0,,gtb OR \ gtbank,,,,,,,[],,,,,Guarantee Trust Bank
141,1590309099337441281,1590309099337441281,1667994210000.0,2022-11-09 12:43:30,+0100,,im so say listening to music to gtb guh how you gon fall asleep to vulture island tayoni bffr,en,[],[],1146448891799379968,1146448891799379968,tayoniiiii,p r e t t y m i n d.🌙,3,12,https://twitter.com/tayoniiiii/status/1590309099337441281,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,[],,,,,Guarantee Trust Bank
143,1590309050247680002,1590288094141763584,1667994198000.0,2022-11-09 12:43:18,+0100,,thank you bro,en,[],[],2733183357,2733183357,Penxil_Esq,Oloye Hafees Salako,3,12,https://twitter.com/Penxil_Esq/status/1590309050247680002,[],[],0,,False,1,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'IAmHorjorbor', 'name': 'Ojobo Abdulquadri', 'id': '1059176849887186944'}, {'screen_name': 'gtbank_help', 'name': 'Guaranty Trust Bank Help', 'id': '720633474'}, {'screen_name': 'gtbank', 'name': 'Guaranty Trust', 'id': '63977305'}]",,,,,Guarantee Trust Bank
145,1590308895431327744,1590308895431327744,1667994161000.0,2022-11-09 12:42:41,+0100,,today is  my lucky day  gtb,en,[],[],288639705,288639705,oluplentty,Olupo seun,3,12,https://twitter.com/oluplentty/status/1590308895431327744,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,[],,,,,Guarantee Trust Bank
146,1590308748656279553,1590238935955181568,1667994126000.0,2022-11-09 12:42:06,+0100,,boss abeg shame no go catch you please show me love gtbank  felix idubor,en,[],[],177166765,177166765,felidubor,Felix Idubor,3,12,https://twitter.com/felidubor/status/1590308748656279553,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Guarantee Trust Bank
149,1590308513351598080,1590282797192970241,1667994070000.0,2022-11-09 12:41:10,+0100,,gtb paul martins,en,[],[],388682184,388682184,paumartins4,Paul Martins,3,12,https://twitter.com/paumartins4/status/1590308513351598080,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'wfjames_brown', 'name': 'JAMES BROWN (Africow 🤴 )', 'id': '3436589787'}]",,,,,Guarantee Trust Bank
150,1590308386390052877,1590307166279258112,1667994040000.0,2022-11-09 12:40:40,+0100,,god i beg let him pick me today obasola olasubomi tobiloba gtbank,en,[],[],1300552184296243202,1300552184296243202,SubsObash,Obash subs,3,12,https://twitter.com/SubsObash/status/1590308386390052877,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'SomtoPunta', 'name': 'B I G S O M T O', 'id': '261376775'}]",,,,,Guarantee Trust Bank
151,1590308339698700289,1590287248586846208,1667994029000.0,2022-11-09 12:40:29,+0100,,boss am hoping wit my full chest godbless sportingking godbless mr bayo godbless all other amiable punter helping the street  gtbank onyekachi c,en,[],[],1571535572950212611,1571535572950212611,OnyekachiChime9,Mezie,3,12,https://twitter.com/OnyekachiChime9/status/1590308339698700289,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Guarantee Trust Bank
155,1590308075109769216,1590288094141763584,1667993966000.0,2022-11-09 12:39:26,+0100,,penxil i hope you havent reply to the tweet of those thieves who parades themselves as gtb dont text any of the said numbers bro all gtb handles are all verified,en,[],[],1059176849887186944,1059176849887186944,IAmHorjorbor,Ojobo Abdulquadri,3,12,https://twitter.com/IAmHorjorbor/status/1590308075109769216,[],[],0,,False,3,2,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'Penxil_Esq', 'name': 'Oloye Hafees Salako', 'id': '2733183357'}, {'screen_name': 'gtbank_help', 'name': 'Guaranty Trust Bank Help', 'id': '720633474'}, {'screen_name': 'gtbank', 'name': 'Guaranty Trust', 'id': '63977305'}]",,,,,Guarantee Trust Bank
156,1590308074169868288,1590307314955071490,1667993966000.0,2022-11-09 12:39:26,+0100,,gtbank god bless you,en,[],[],1527202970407927816,1527202970407927816,GentleMusic2,Gentle Music,3,12,https://twitter.com/GentleMusic2/status/1590308074169868288,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'OwowaC', 'name': 'Chris Owowa', 'id': '1166527477172318208'}]",,,,,Guarantee Trust Bank
157,1590308048312356866,1590307166279258112,1667993959000.0,2022-11-09 12:39:19,+0100,,please help me with k to eat this morning  i swear i no chop last night  this morning too person never chop  make person no die of hunger abeg    akinpelu victor akinsola gtb thanks in advance sir,en,[],[],1255042955984977920,1255042955984977920,yansunmcfr,Hassan,3,12,https://twitter.com/yansunmcfr/status/1590308048312356866,[],[],0,,False,1,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'SomtoPunta', 'name': 'B I G S O M T O', 'id': '261376775'}]",,,,,Guarantee Trust Bank
160,1590307922126721029,1590217280087957504,1667993929000.0,2022-11-09 12:38:49,+0100,,it nonsense abegi na switzerland he go deposit sha  go and steal and deposit bn inside your gtbank account and see what will happen  all the politians way efcc dey carry dem no dey ever get evidence from local bank why  they keep it abroad or in a room or underground,en,[],[],1053407447342292993,1053407447342292993,YusufZulu2,ZULU,3,12,https://twitter.com/YusufZulu2/status/1590307922126721029,[],[],0,,False,1,1,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'EdunjobiEmmanu2', 'name': 'responsibleH', 'id': '1233071913913716736'}, {'screen_name': 'teejayviruz', 'name': 'viruz', 'id': '355930080'}, {'screen_name': 'lifeof_boma', 'name': '🕊 LIFE OF BOMA 🕊', 'id': '1585031384950837248'}, {'screen_name': 'instablog9ja', 'name': 'Instablog9ja', 'id': '754393222563102720'}]",,,,,Guarantee Trust Bank
161,1590307909048864768,1590282797192970241,1667993926000.0,2022-11-09 12:38:46,+0100,,gtb bosslook my side today,en,[],[],1582424528080322560,1582424528080322560,IfedolapoAanuo1,Ifedolapo Aanuoluwapo,3,12,https://twitter.com/IfedolapoAanuo1/status/1590307909048864768,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'wfjames_brown', 'name': 'JAMES BROWN (Africow 🤴 )', 'id': '3436589787'}]",,,,,Guarantee Trust Bank
164,1590307695176794112,1590307692790263808,1667993875000.0,2022-11-09 12:37:55,+0100,,my acct details  acct name awofolaju oluwatosin gtb i will use d money to pay for my children school fees god bless u in advance,en,[],[],1517617520529874945,1517617520529874945,tosinloba012,Tosinloba21@gmail.com Tosinloba,3,12,https://twitter.com/tosinloba012/status/1590307695176794112,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,[],,,,,Guarantee Trust Bank
166,1590307541422342145,1589875545403428865,1667993839000.0,2022-11-09 12:37:19,+0100,,oya naaaaa sportingking  pls see my akant number  for gtbank dazz all abi thank you,en,[],[],897432004207292417,897432004207292417,ndy_abel,NdyBels,3,12,https://twitter.com/ndy_abel/status/1590307541422342145,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Guarantee Trust Bank
168,1590307470458880000,1590287248586846208,1667993822000.0,2022-11-09 12:37:02,+0100,,congratulations to you i pray to be among the fortunate  name joseph emmanuel oluwatobi acct no  gtb,en,[],[],1563759453840752640,1563759453840752640,JosephE89975852,Joseph Emmanuel Oluwatobi,3,12,https://twitter.com/JosephE89975852/status/1590307470458880000,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Guarantee Trust Bank
173,1590307175112781824,1590287248586846208,1667993751000.0,2022-11-09 12:35:51,+0100,,gtbank eboh izuchukwu franklin  more blessings follow you,en,[],[],834446270915866624,834446270915866624,izukings01,Good Vibes 😎✌,3,12,https://twitter.com/izukings01/status/1590307175112781824,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Guarantee Trust Bank
185,1590306565785260034,1590304601169088514,1667993606000.0,2022-11-09 12:33:26,+0100,,i will just pay for my remaining balance in where im learning work  thank u boss  gtbank eze samson chinemeremogo,en,['15yearswithitel'],[],1579994092053958658,1579994092053958658,EzeSams49773090,Eze Samson,3,12,https://twitter.com/EzeSams49773090/status/1590306565785260034,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'brainjotter__', 'name': 'Brain Jotter', 'id': '1488407350352429058'}]",,,,,Guarantee Trust Bank
190,1590306312109555713,1590304601169088514,1667993545000.0,2022-11-09 12:32:25,+0100,,i will add the k to the one i have to buy belgium laptop for my autocad engineering  training the need is urgent  gtb bank,en,['15yearswithitel'],[],1508546363604226057,1508546363604226057,DIrumide,DAVID IRUMIDE,3,12,https://twitter.com/DIrumide/status/1590306312109555713,[],[],0,,False,1,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'brainjotter__', 'name': 'Brain Jotter', 'id': '1488407350352429058'}]",,,,,Guarantee Trust Bank
193,1590306119771033601,1590289485719162880,1667993500000.0,2022-11-09 12:31:40,+0100,,i will use it to pay part of my house rent god bless the giver amen  ani anastasia chidinma   gtbank,en,[],[],1563201899482185729,1563201899482185729,aniokenwanyi07,ani anastasia,3,12,https://twitter.com/aniokenwanyi07/status/1590306119771033601,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'DAMIADENUGA', 'name': 'Dami’ Adenuga', 'id': '156563457'}]",,,,,Guarantee Trust Bank
194,1590306095851245569,1590301436138569728,1667993494000.0,2022-11-09 12:31:34,+0100,,pls i have been following and dropping my account number but nothing  but remember me today    gtbank eze samson chinemeremogo,en,['15yearswithitel'],[],1579994092053958658,1579994092053958658,EzeSams49773090,Eze Samson,3,12,https://twitter.com/EzeSams49773090/status/1590306095851245569,[],[],0,,False,1,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'brainjotter__', 'name': 'Brain Jotter', 'id': '1488407350352429058'}]",,,,,Guarantee Trust Bank
195,1590306069221609473,1590257273091153920,1667993488000.0,2022-11-09 12:31:28,+0100,,bossman im on god pls notice me too it been a while now since i have been dropping my account details hoping that you will put a smile on my face by seeing your alert vibrate on the screen of my phone im still hoping sir  o gtb mohammed abdulraheem olamide,en,[],[],1563906255965589506,1563906255965589506,Olamide30133,Abdulraheem Olamide,3,12,https://twitter.com/Olamide30133/status/1590306069221609473,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Guarantee Trust Bank
196,1590306062204182528,1590304601169088514,1667993486000.0,2022-11-09 12:31:26,+0100,,first i will pay my baby medical bills then go buy her drugs and use the balance to get food stuff for the family nothing much in my house left as food pls remember me in this one and god bless you even more thanks gtb  ijeoma akaelu,en,['15yearswithitel'],[],1665759487,1665759487,Gjenericbabe,Ijeoma,3,12,https://twitter.com/Gjenericbabe/status/1590306062204182528,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'brainjotter__', 'name': 'Brain Jotter', 'id': '1488407350352429058'}]",,,,,Guarantee Trust Bank
200,1590306007200468992,1590306007200468992,1667993473000.0,2022-11-09 12:31:13,+0100,,please do something about this stolen money k means alot to me dis time wey nigeria dey now i am so sad,en,[],[],170247765,170247765,ebbycyclux,Ebunoluwa Olulode,3,12,https://twitter.com/ebbycyclux/status/1590306007200468992,[],[],0,,False,2,2,0,,gtb OR \ gtbank,,,,,,,[],,,,,Guarantee Trust Bank
201,1590305986853490689,1590304601169088514,1667993468000.0,2022-11-09 12:31:08,+0100,,wow with k  bros i will buy  broiler chickens and train them and resell to start poultry business and use the remaining money for feeds and drugs gtb akanji timothy a,en,['15yearswithitel'],[],455776072,455776072,timothyakanji,Timothy akanji,3,12,https://twitter.com/timothyakanji/status/1590305986853490689,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'brainjotter__', 'name': 'Brain Jotter', 'id': '1488407350352429058'}]",,,,,Guarantee Trust Bank
202,1590305968650608640,1589932816539996160,1667993464000.0,2022-11-09 12:31:04,+0100,,same gtb that messed me up terribly yesterday dont worry wait for your turn they dont fail to show their customers quality shege,en,[],[],134470654,134470654,itsnaph,Naphtali,3,12,https://twitter.com/itsnaph/status/1590305968650608640,[],[],0,,False,0,1,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'bolaabuissa', 'name': 'Issa A.B.', 'id': '1561569732'}]",,,,,Guarantee Trust Bank
203,1590305900900016129,1590291536943939586,1667993447000.0,2022-11-09 12:30:47,+0100,,gtb mohammed abdulraheem olamide  boss i pray that more blessing mercy and grace will locate you pls notice me too,en,[],[],1563906255965589506,1563906255965589506,Olamide30133,Abdulraheem Olamide,3,12,https://twitter.com/Olamide30133/status/1590305900900016129,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Guarantee Trust Bank
204,1590305831425564674,1590301436138569728,1667993431000.0,2022-11-09 12:30:31,+0100,,for food and i dont have to lie to get credit we took our last grain of garri last night  gtb olamilekan ibrahim,en,[],[],852885146,852885146,youngceasar6,Olamilekan,3,12,https://twitter.com/youngceasar6/status/1590305831425564674,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'brainjotter__', 'name': 'Brain Jotter', 'id': '1488407350352429058'}]",,,,,Guarantee Trust Bank
205,1590305801964777472,1590304601169088514,1667993424000.0,2022-11-09 12:30:24,+0100,,first i will pay my baby medical bills then go buy her drugs and use the balance to get food stuff for the family nothing much in my house left as food pls remember me in this one and god bless you even more thanks gtb  ijeoma akaelu,en,[],[],1665759487,1665759487,Gjenericbabe,Ijeoma,3,12,https://twitter.com/Gjenericbabe/status/1590305801964777472,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'brainjotter__', 'name': 'Brain Jotter', 'id': '1488407350352429058'}]",,,,,Guarantee Trust Bank
206,1590305799532056577,1589875545403428865,1667993423000.0,2022-11-09 12:30:23,+0100,,sporting king   gtbank,en,[],[],1255506752012980224,1255506752012980224,mcalbertnnee,CFC_Albert 💫😎,3,12,https://twitter.com/mcalbertnnee/status/1590305799532056577,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Guarantee Trust Bank
208,1590305770952085504,1590240367198507009,1667993416000.0,2022-11-09 12:30:16,+0100,,acct no acct name awofolaju oluwatosin gtb pls i will use d money for my children school fees god bless u in advance,en,[],[],1517617520529874945,1517617520529874945,tosinloba012,Tosinloba21@gmail.com Tosinloba,3,12,https://twitter.com/tosinloba012/status/1590305770952085504,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'brainjotter__', 'name': 'Brain Jotter', 'id': '1488407350352429058'}]",,,,,Guarantee Trust Bank
209,1590305679038119936,1587130719746363395,1667993394000.0,2022-11-09 12:29:54,+0100,,someone stole k from my gtbank account today and it is so painful for me because as an unemployed single mom of  kids i no longer feel safe using gtbank,en,[],[],170247765,170247765,ebbycyclux,Ebunoluwa Olulode,3,12,https://twitter.com/ebbycyclux/status/1590305679038119936,[],[],0,,False,1,1,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'Cometrusolo', 'name': 'Cassidy', 'id': '926183223335575553'}, {'screen_name': 'gtbank', 'name': 'Guaranty Trust', 'id': '63977305'}]",,,,,Guarantee Trust Bank
212,1590305472716091393,1590248880029192192,1667993345000.0,2022-11-09 12:29:05,+0100,,make i do ham on your behalfi still get  naira for my gtbank acct,en,[],[],1524615600072536064,1524615600072536064,Nhartmirah1,Nate7️⃣,3,12,https://twitter.com/Nhartmirah1/status/1590305472716091393,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'possibleoge', 'name': 'Possy Oge 🇬🇧', 'id': '851215467419242497'}, {'screen_name': 'kingsleybanny', 'name': '𝗠a͟c͟h͟a͟l͟a͟ :)', 'id': '722023244'}]",,,,,Guarantee Trust Bank
215,1590305401966596096,1590032343821344768,1667993328000.0,2022-11-09 12:28:48,+0100,,opaleye segun elijah gtb  thank you sir  god bless you,en,[],[],1518676195050721281,1518676195050721281,Mr_SHALOM69,Elijah Opaleye,3,12,https://twitter.com/Mr_SHALOM69/status/1590305401966596096,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Guarantee Trust Bank
216,1590305369817251840,1590305369817251840,1667993321000.0,2022-11-09 12:28:41,+0100,,i dont understand  again oooo,en,[],[],2411275024,2411275024,BemiwoElis,Bemiwo,3,12,https://twitter.com/BemiwoElis/status/1590305369817251840,[],[],0,,False,2,2,0,,gtb OR \ gtbank,,,,,,,[],,,,,Guarantee Trust Bank
219,1590305305232973826,1589875545403428865,1667993305000.0,2022-11-09 12:28:25,+0100,,god i beg let him pick me today obasola olasubomi tobiloba gtbank,en,[],[],1300552184296243202,1300552184296243202,SubsObash,Obash subs,3,12,https://twitter.com/SubsObash/status/1590305305232973826,[],[],0,,False,0,0,0,,gtb OR \ gtbank,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Guarantee Trust Bank
