,date,tweet,nlikes,Bank,Subjectivity,Polarity,Analysis
403,2022-11-09 11:57:21,sportking  gtbank  more odds to go down abi na up,0,Guarantee Trust Bank,0.3944444444444445,0.17222222222222222,Positive
404,2022-11-09 11:57:15,gtb sunday j a,0,Guarantee Trust Bank,0.0,0.0,Neutral
405,2022-11-09 11:57:02,naira as stolen from my account about  minutes ago through a paystack account i am an unemployed single mother of  kids trying to get by and your platform has been so easy to steal from i need that money to feed my kids,1,Guarantee Trust Bank,0.5238095238095238,0.18095238095238098,Positive
409,2022-11-09 11:56:20,rich pikin everywhere god abeg oo who go help gtb  frank,0,Guarantee Trust Bank,0.75,0.375,Positive
411,2022-11-09 11:56:10,abeg look my side make man fit chop  gtbank,0,Guarantee Trust Bank,0.4,0.4,Positive
415,2022-11-09 11:55:25,okay  gtbank,0,Guarantee Trust Bank,0.5,0.5,Positive
421,2022-11-09 11:54:30,gtb spamming me with their gtco fashion week mails and i cant even unsubscribe wonderful,0,Guarantee Trust Bank,1.0,1.0,Positive
427,2022-11-09 11:53:27,gtbank  please i need money to buy inhaler plssssss,0,Guarantee Trust Bank,0.0,0.0,Neutral
430,2022-11-09 11:52:41,i need it to sort out my school bills and also get food stuffs    gtbank,0,Guarantee Trust Bank,0.0,0.0,Neutral
431,2022-11-09 11:52:33,buy foodstuff for the family  am broke seriously  gtbank,0,Guarantee Trust Bank,0.6666666666666666,-0.3333333333333333,Negative
435,2022-11-09 11:52:07,oba sportygbayi    guaranty trust bank gtb  thank you in anticipation,0,Guarantee Trust Bank,0.0,0.0,Neutral
436,2022-11-09 11:51:57,i need the money for my lab check up medicine and food stuffs  gtbank nebo nkemsinachi,0,Guarantee Trust Bank,0.0,0.0,Neutral
437,2022-11-09 11:51:54,with k bros i will buy more than broiler chickens and train it for christmas time to resell it gtb akanji timothy a pls help o,0,Guarantee Trust Bank,0.5,0.5,Positive
439,2022-11-09 11:51:47,lawrence chinedu  gtbank boss im an avid follower never see shishi at all please,0,Guarantee Trust Bank,1.0,0.25,Positive
440,2022-11-09 11:51:27,king   of booking punter   gtbank,0,Guarantee Trust Bank,0.0,0.0,Neutral
441,2022-11-09 11:51:14,gtbank iroakazi wisdom chinedu,0,Guarantee Trust Bank,0.0,0.0,Neutral
443,2022-11-09 11:51:11,boss abeg look at me  gtbank,0,Guarantee Trust Bank,0.0,0.0,Neutral
445,2022-11-09 11:50:46,good day sir  gtbank thank you and god bless,0,Guarantee Trust Bank,0.6000000000000001,0.7,Positive
446,2022-11-09 11:50:45,gtbank please notice me sir,1,Guarantee Trust Bank,0.0,0.0,Neutral
447,2022-11-09 11:50:42,please someone jaut sent money to my account i have credit alert but not reflected in my balancehow do i get my money in my account like this poo,3,Guarantee Trust Bank,0.0,0.0,Neutral
451,2022-11-09 11:50:22,when sportybet see you coming you   coming   pls bless my new born baby   gtbank,0,Guarantee Trust Bank,0.45454545454545453,0.13636363636363635,Positive
457,2022-11-09 11:49:34,sportingking   gtbank daniel god bless you many more wins,0,Guarantee Trust Bank,0.39999999999999997,0.43333333333333335,Positive
460,2022-11-09 11:49:25,gtbankboss know forget me in your kingdomas i know chop inside the make god v allow u pick me journey the  lucky winner,0,Guarantee Trust Bank,0.8333333333333334,0.3333333333333333,Positive
465,2022-11-09 11:48:41,pease choose me im really in need thanks  gtbank,0,Guarantee Trust Bank,0.2,0.2,Positive
467,2022-11-09 11:48:31,lemme tweet with faith sportingking  gtb,0,Guarantee Trust Bank,0.0,0.0,Neutral
470,2022-11-09 11:47:51,okorogbede chukwuemeka henry gtb  this will go a long way for getting food stuffs,2,Guarantee Trust Bank,0.4,-0.05,Negative
471,2022-11-09 11:47:50,please oga mi i really need to pay my rent please assist me  akuchie emmanuel maduabuchi gtb thanks,0,Guarantee Trust Bank,0.2,0.2,Positive
474,2022-11-09 11:47:35,please gimme back my money abegggg its been two weeks please na,1,Guarantee Trust Bank,0.0,0.0,Neutral
475,2022-11-09 11:47:03,with k bros i will buy at least broiler chickens and train to resell it by christmas time to make more money gtb akanji timothy a abeg o,0,Guarantee Trust Bank,0.45,0.1,Positive
476,2022-11-09 11:46:56,it will elp me with food stuff bro thanks adewale abraham olorunfemi  gtbank,0,Guarantee Trust Bank,0.2,0.2,Positive
477,2022-11-09 11:46:54,following   please kindly pick me too       gtbank olawale  more blessings,0,Guarantee Trust Bank,0.5,0.3666666666666667,Positive
478,2022-11-09 11:46:52,gtb  i really need financial assistance at the moment i pray im lucky enough to be one among the persons you pick for the giveaway thank you and god bless,1,Guarantee Trust Bank,0.38333333333333336,0.13333333333333333,Positive
484,2022-11-09 11:46:04,good morning please inbox us your contact number and we will get an agent to assist thank you,0,Guarantee Trust Bank,0.6000000000000001,0.7,Positive
487,2022-11-09 11:45:45,why be say gtb dey always get pregnant staff,0,Guarantee Trust Bank,0.5,0.3333333333333333,Positive
489,2022-11-09 11:45:12,gtb abeg pick me today bossive been following and pasting aza for months now,0,Guarantee Trust Bank,0.1,0.0,Neutral
492,2022-11-09 11:44:53,i no sure say you go see this but im trying my luck anyway    gtb,0,Guarantee Trust Bank,0.8888888888888888,-0.25,Negative
494,2022-11-09 11:44:48,i would love to report a fraudulent transaction on my account and block my card urgently,1,Guarantee Trust Bank,0.6,0.5,Positive
495,2022-11-09 11:44:41,gtb  please sir pick me  i really need financial assistance at the moment  god bless,0,Guarantee Trust Bank,0.1,0.1,Positive
496,2022-11-09 11:44:40,gtb adewale emmanuel i hope today fovors me,3,Guarantee Trust Bank,0.0,0.0,Neutral
500,2022-11-09 11:44:26,is a terrible bank sha spent over  hrs in the banking hall today just carry out some very basic transactions,1,Guarantee Trust Bank,0.4208333333333334,-0.3666666666666667,Negative
501,2022-11-09 11:44:25,gtb god bless you boss,0,Guarantee Trust Bank,0.0,0.0,Neutral
1,2022-11-09 13:16:52,sportingking agba ponterbless you in all ramifications  zenith bank,0,Zenith Bank,0.0,0.0,Neutral
2,2022-11-09 13:16:36,sporting king   zenith bank,0,Zenith Bank,0.0,0.0,Neutral
3,2022-11-09 13:16:26,zenith bank  yemgbe godknows,0,Zenith Bank,0.0,0.0,Neutral
4,2022-11-09 13:16:09,useless bank  thieves  honestly i regret banking with you,0,Zenith Bank,0.55,0.04999999999999999,Positive
6,2022-11-09 13:15:45,zenith bank joseph temitayo mary  more wins this week in jesus name,0,Zenith Bank,0.35,0.4,Positive
7,2022-11-09 13:14:43,zenith bank emeasoba uchechi lillian boss wen is gonna be my turn,0,Zenith Bank,0.0,0.0,Neutral
8,2022-11-09 13:13:21,you are doing well sir more grease to your elbows   zenith bank emeka john,0,Zenith Bank,0.5,0.5,Positive
9,2022-11-09 13:13:19,not zenith bank liking my tweet where i said i hate them  im sure they hate themselves too mtcheeeew,0,Zenith Bank,0.8962962962962963,-0.3666666666666667,Negative
11,2022-11-09 13:12:32,zenith bank  omolara lorro,0,Zenith Bank,0.0,0.0,Neutral
12,2022-11-09 13:12:19,zenith bank,0,Zenith Bank,0.0,0.0,Neutral
13,2022-11-09 13:11:46,tell mama say pikin when wan make her proud don faint for nysc camp  zenith bank,0,Zenith Bank,0.7166666666666667,0.03333333333333336,Positive
16,2022-11-09 13:10:36,disappearing funds nigerians recount theft of their money from banks  frustrated olushola sent an email to the cbn copying zenith bank but all she got was an automated response,2,Zenith Bank,0.2,-0.7,Negative
17,2022-11-09 13:09:48,tell mama say pikin when wan make her period don faint for camp  zenith bank,1,Zenith Bank,0.575,-0.35,Negative
18,2022-11-09 13:09:33,ogbeche adole itodo zenith bank savings thanks,0,Zenith Bank,0.2,0.2,Positive
19,2022-11-09 13:08:13,what are you doing,1,Zenith Bank,0.0,0.0,Neutral
23,2022-11-09 13:03:29,zenith bank benjamin ibwa thanks sir   i couldnt get your msg on time because i ran out data,1,Zenith Bank,0.2,0.2,Positive
25,2022-11-09 13:02:25,the app is still doing the same thing till now is there something wrong with my account someone tried sending money to me now from zenith bank and said it not going kindly confirm,3,Zenith Bank,0.6416666666666666,0.033333333333333326,Positive
28,2022-11-09 13:00:52,zenith bank zenith bank,2,Zenith Bank,0.0,0.0,Neutral
29,2022-11-09 13:00:23,my god will punish you people failed transactions all day now bank app no gree open what is the color of you guys problem,2,Zenith Bank,0.4,-0.25,Negative
30,2022-11-09 13:00:12,its so sad  i was always so proud of you  so sad  what happened yall   chia,2,Zenith Bank,1.0,-0.06666666666666665,Negative
31,2022-11-09 13:00:01,boss no joy for street o any amount will be well appreciated zenith bank,0,Zenith Bank,0.15000000000000002,-0.1,Negative
32,2022-11-09 12:58:38,zenith bank,0,Zenith Bank,0.0,0.0,Neutral
34,2022-11-09 12:58:16,this is several months since i was asked to write this letter regarding an authorised debit on my account but still nothing has been done about my money  please refund my money im begging you      no explanation given so far,1,Zenith Bank,0.5,0.05,Positive
35,2022-11-09 12:58:02,zenith bank,0,Zenith Bank,0.0,0.0,Neutral
36,2022-11-09 12:57:55,sportingking  zenith bank,0,Zenith Bank,0.0,0.0,Neutral
37,2022-11-09 12:57:35,zenith bank edenagbon favour  god bless sporting king  sportingking  sportingking   sportingking  sportingking   sportingking  sportingking   sportingking  sportingking   sportingking  sportingking   thanks for your good work,1,Zenith Bank,0.4,0.44999999999999996,Positive
38,2022-11-09 12:57:16,dear   it been months my form a was approved september  and my account is yet to be debited i am almost getting depressed  my school is threatening to deactivate my student page if i dont pay my fees,2,Zenith Bank,0.0,0.0,Neutral
39,2022-11-09 12:56:30,zenith bank,0,Zenith Bank,0.0,0.0,Neutral
40,2022-11-09 12:56:19,once i open one more account in another bank i will bin those jokers they clearly aint interested in being a financial institution anymore and they never respond to complaints,0,Zenith Bank,0.37666666666666665,0.16999999999999998,Positive
41,2022-11-09 12:56:03,imagine using both access and zenith bank,0,Zenith Bank,0.0,0.0,Neutral
43,2022-11-09 12:55:21,zenith bank dmd dame adaora umeoji donates worldclass building to catholic church in abuja,0,Zenith Bank,0.1,0.0,Neutral
44,2022-11-09 12:55:09,thompson ruth katherine zenith bank,0,Zenith Bank,0.0,0.0,Neutral
45,2022-11-09 12:54:56,you get mind still dey use zenith bank that bank don make me wash plate for canteen before,0,Zenith Bank,0.0,0.0,Neutral
46,2022-11-09 12:54:20,baba i dey here oooo  thompson ruth katherine zenith bank,0,Zenith Bank,0.0,0.0,Neutral
48,2022-11-09 12:53:51,this is zenith bank,0,Zenith Bank,0.0,0.0,Neutral
49,2022-11-09 12:53:36,zenith bank,0,Zenith Bank,0.0,0.0,Neutral
50,2022-11-09 12:53:01,can u reply my dm,2,Zenith Bank,0.0,0.0,Neutral
51,2022-11-09 12:52:44,zenith bank thank you very much,0,Zenith Bank,0.26,0.26,Positive
53,2022-11-09 12:49:10,please fix your network,2,Zenith Bank,0.0,0.0,Neutral
54,2022-11-09 12:49:04,i have been debited for my transfers yet the beneficiaries have not received their money till now ngn  failed withdrawal from your atm has not been return please facilitate my transfer to get to the beneficiary and return my money  i use god beg una oh,1,Zenith Bank,0.3,-0.5,Negative
55,2022-11-09 12:49:01,i have not been credited also   zenith bank olorunseyi phillip oluwayemi,0,Zenith Bank,0.0,0.0,Neutral
58,2022-11-09 12:48:14,boss abeg look into my direction my family and i will really appreciate it ani aniefuna zenith bank,0,Zenith Bank,0.2,0.2,Positive
59,2022-11-09 12:47:11,plz check ur inbox,1,Zenith Bank,0.0,0.0,Neutral
60,2022-11-09 12:47:09,zenith bank,0,Zenith Bank,0.0,0.0,Neutral
61,2022-11-09 12:46:30,sportingking  zenith bank,0,Zenith Bank,0.0,0.0,Neutral
62,2022-11-09 12:45:49,it will not be well with you guys,1,Zenith Bank,0.0,0.0,Neutral
63,2022-11-09 12:45:32,i have never been credited before o zenith bank,0,Zenith Bank,0.0,0.0,Neutral
64,2022-11-09 12:45:09,baba make send your boy k for lunch  zenith bank,0,Zenith Bank,0.0,0.0,Neutral
65,2022-11-09 12:44:13,zenith bank clement onwada a,0,Zenith Bank,0.0,0.0,Neutral
67,2022-11-09 12:43:28,pls sir zenith bankthe hunger is too muchsir,0,Zenith Bank,0.0,0.0,Neutral
68,2022-11-09 12:42:59,baba  make dem still noticee me na   zenith bank,0,Zenith Bank,0.0,0.0,Neutral
69,2022-11-09 12:42:34,is the most useless bank in nigeria right now their staffs are found of stealing people money the bank doesnt want to improve,1,Zenith Bank,0.41190476190476194,0.09523809523809523,Positive
70,2022-11-09 12:41:41,please resolve the issue of nin verification in your bank,1,Zenith Bank,0.0,0.0,Neutral
72,2022-11-09 12:41:34,you never jam,1,Zenith Bank,0.0,0.0,Neutral
74,2022-11-09 12:39:51,sportingking  god abeg   zenith bank,0,Zenith Bank,0.0,0.0,Neutral
75,2022-11-09 12:39:42,zenith bank,0,Zenith Bank,0.0,0.0,Neutral
77,2022-11-09 12:38:45,omg zenith bank na your mate better run for your life o,0,Zenith Bank,0.5,0.5,Positive
78,2022-11-09 12:38:43,zenith bank is a phenomenal failure a bank with epilepsy and technological cancer  poor customer service dysfunctional app abysmal management   these hungry bloggers will not twit about this colossal failure called zenith bankrubbish,2,Zenith Bank,0.5,-0.04666666666666669,Negative
79,2022-11-09 12:38:26,zenith bank  brain jotter i am ur no i die hard fan,0,Zenith Bank,0.5416666666666666,-0.2916666666666667,Negative
81,2022-11-09 12:37:41,complaint   good afternoon siri recharged  using ussd code twice yesterday at about noon and i got debited but didnt get the credit on my line same thing todayi recharged  but still not been credited after been debated from my account  here is my details,2,Zenith Bank,0.30833333333333335,0.13333333333333333,Positive
82,2022-11-09 12:37:13,is really annoying me,2,Zenith Bank,0.9,-0.8,Negative
83,2022-11-09 12:36:33,why has my form a application been on adb reviewer for over a week  please i just want  only i wont be allowed to sit for my uni exams which is in a week until its paid and i cant afford black market rate,2,Zenith Bank,0.7166666666666667,-0.08333333333333333,Negative
84,2022-11-09 12:36:28,i made payment through my zenith bank to my palmpay account to clear my outstanding flexi balance  stil now have not been able to use my mobile phone cus of your lock on my device  kindly free my device now  my palmpay account number,2,Zenith Bank,0.6708333333333334,0.375,Positive
86,2022-11-09 12:34:50,sportingking    zenith bank,0,Zenith Bank,0.0,0.0,Neutral
87,2022-11-09 12:33:39,sporting king of the street  have mercy upon me  zenith bank,0,Zenith Bank,0.0,0.0,Neutral
88,2022-11-09 12:33:20,sportingking   zenithbank  ive been trending your name since yesterday tho,0,Zenith Bank,0.0,0.0,Neutral
89,2022-11-09 12:33:16,zenith bank,0,Zenith Bank,0.0,0.0,Neutral
90,2022-11-09 12:33:09,i will send it to my younger bro cause hes in schl so he really need the money sir    zenith bank,0,Zenith Bank,0.1,0.1,Positive
91,2022-11-09 12:32:27,what have you guys done this must be serious,2,Zenith Bank,0.6666666666666666,-0.3333333333333333,Negative
94,2022-11-09 12:30:15,the bank will never ask you for your personal account details such as pins passwords card numbers otps etc,0,Zenith Bank,0.4,0.0,Neutral
95,2022-11-09 12:30:14,zenith bank adedoyin,0,Zenith Bank,0.0,0.0,Neutral
97,2022-11-09 12:29:24,kindly  be informed that the stated number is not associated with zenith bank the bank whatsapp number ziva is,0,Zenith Bank,0.9,0.6,Positive
